name,short_description,size,url,price,category1,category_ids
Martini Rosso ,,75cl,http://www.amathusdrinks.com/martini-rosso.html,5.92,Wine,"7,60,210"
Vya Sweet Red ,,75cl,http://www.amathusdrinks.com/vya-sweet-red.html,14.04,Wine,"7,60,210"
Martini Rosato ,,75cl,http://www.amathusdrinks.com/martini-rosato-75cl.html,6.11,Wine,"7,60,210"
Noilly Prat ,,75cl,http://www.amathusdrinks.com/noilly-prat.html,7.88,Wine,"7,60,210"
Byrrh Grand Quinquina 37.5cl ,,37.5cl,http://www.amathusdrinks.com/byrrh-grand-quinquina-37-5cl.html,8.3,Wine,"7,60,210"
Byrrh Grand Quinquina,,75cl,http://www.amathusdrinks.com/byrrh-grand-quinquina.html,15.47,Wine,"7,60,210"
Floc de Gascogne Laubade White,"""Colombard and Ugni Blanc are used in this white floc, which has aromas of honey and peach and a taste of sugar coated grapes.""",75cl,http://www.amathusdrinks.com/floc-de-gascogne-laubade-white.html,12.15,Wine,"7,60,210,375"
Floc de Gascogne Laubade Red,A blend of Cabernet Sauvignon and Cabernet Franc blended with young armagnac and allowed to settle over the winter before being racked. Lovely flavours of red fruits and cherries.,75cl,http://www.amathusdrinks.com/floc-de-gascogne-laubade-red.html,12.15,Wine,"7,60,210,375"
Marsala Cremovo Corini,,75cl,http://www.amathusdrinks.com/marsala-cremovo-corini.html,6.87,Wine,"7,60,341"
Cartron Ratafia de Bourgogne,,75cl,http://www.amathusdrinks.com/cartron-ratafia-de-bourgogne.html,11.9,Wine,"7,60,61,393"
Pol Roger 150cl (magnum),,150cl,http://www.amathusdrinks.com/pol-roger-magnums.html,53.2,Wine,"7,72,73"
Pol Roger Brut,,75cl,http://www.amathusdrinks.com/pol-roger-brut.html,24.52,Wine,"7,72,73"
Armand De Brignac Brut Gold,,75cl,http://www.amathusdrinks.com/armand-de-brignac-brut-gold.html,188.36,Wine,"7,72,73"
Bollinger Special Cuvée Brut,,75cl,http://www.amathusdrinks.com/bollinger-special-cuvee-brut.html,31.6,Wine,"7,72,73"
Bollinger 150cl (magnum),,150cl,http://www.amathusdrinks.com/bollinger-magnum.html,72.78,Wine,"7,72,73"
Bollinger Rosé NV,,75cl,http://www.amathusdrinks.com/bollinger-rose-nv.html,44.31,Wine,"7,72,73"
Krug Rosé,,75cl,http://www.amathusdrinks.com/krug-rose.html,184.47,Wine,"7,72,73"
Krug Grande Cuvée,,75cl,http://www.amathusdrinks.com/krug-grande-cuvee.html,93.16,Wine,"7,72,73"
Lanson Black Label Brut,,75cl,http://www.amathusdrinks.com/lanson-black-label-brut.html,20.49,Wine,"7,72,73"
Laurent Perrier Brut,,75cl,http://www.amathusdrinks.com/laurent-perrier-brut.html,23.3,Wine,"7,72,73"
Laurent Perrier Brut 150cl (magnum),,150cl,http://www.amathusdrinks.com/laurent-perrier-brut-magnum.html,51.3,Wine,"7,72,73"
Laurent Perrier Grand Siècle,,75cl,http://www.amathusdrinks.com/laurent-perrier-grand-siecle.html,84.31,Wine,"7,72,73"
Laurent Perrier Brut Rosé 150cl (magnum),,150cl,http://www.amathusdrinks.com/laurent-perrier-brut-rose-magnum.html,87.13,Wine,"7,72,73"
Laurent Perrier Ultra Brut,,75cl,http://www.amathusdrinks.com/laurent-perrier-ultra-brut.html,32.97,Wine,"7,72,73"
Louis Roederer Brut Premier,,75cl,http://www.amathusdrinks.com/louis-roederer-brut-premier.html,28.18,Wine,"7,72,73"
Louis Roederer Brut 150cl (magnum),,150cl,http://www.amathusdrinks.com/louis-roederer-brut-magnum.html,59.58,Wine,"7,72,73"
Mercier Brut,,75cl,http://www.amathusdrinks.com/mercier-brut.html,18.46,Wine,"7,72,73"
Moët & Chandon Brut Imperial 20cl (mini),,20cl,http://www.amathusdrinks.com/moet-and-chandon-brut-imperial-20cl.html,8.43,Wine,"7,72,73"
Moët & Chandon Brut Imperial 37.5cl (half bottle),,37.5cl,http://www.amathusdrinks.com/moet-and-chandon-brut-imperial-half-bottle.html,14.6,Wine,"7,72,73"
Moët & Chandon Brut Imperial,,75cl,http://www.amathusdrinks.com/moet-and-chandon-brut-imperial.html,24.58,Wine,"7,72,73"
Moët & Chandon 150cl (magnum),,150cl,http://www.amathusdrinks.com/moet-chandon-magnum.html,55.55,Wine,"7,72,73"
Moët & Chandon 300cl (jeroboam),,300cl,http://www.amathusdrinks.com/moet-and-chandon-jeroboam.html,143.36,Wine,"7,72,73"
Mumm Cordon Rouge,,75cl,http://www.amathusdrinks.com/mumm-cordon-rouge.html,20.26,Wine,"7,72,73"
Mumm Cordon Rouge 150cl (magnum),,150cl,http://www.amathusdrinks.com/mumm-cordon-rouge-1.html,44.66,Wine,"7,72,73"
Piper Heidsieck Brut,,75cl,http://www.amathusdrinks.com/piper-heidsieck-brut.html,20.27,Wine,"7,72,73"
Perrier Jouët Grand Brut,,75cl,http://www.amathusdrinks.com/perrier-jouet-grand-brut.html,20.76,Wine,"7,72,73"
Perrier Jouët Grand Brut 35cl ,,37.5cl,http://www.amathusdrinks.com/perrier-jouet-grand-brut-35cl.html,13.18,Wine,"7,72,73"
Perrier Jouët 150cl (magnum),,150cl,http://www.amathusdrinks.com/perrier-jouet-magnums.html,47.66,Wine,"7,72,73"
Perrier Jouët Grand Brut 300cl (jeroboam),,300cl,http://www.amathusdrinks.com/perrier-jouet-grand-brut-jeroboam.html,159.17,Wine,"7,72,73"
Ruinart Blanc de Blancs,,75cl,http://www.amathusdrinks.com/ruinart-blanc-de-blanc.html,38.13,Wine,"7,72,73"
'R' de Ruinart Brut,,75cl,http://www.amathusdrinks.com/ruinart-brut.html,28.85,Wine,"7,72,73"
Taittinger Brut Réserve,,75cl,http://www.amathusdrinks.com/taittinger-brut-reserve.html,25.47,Wine,"7,72,73"
Taittinger Brut 37.5cl (half bottle),,37.5cl,http://www.amathusdrinks.com/taittinger-brut-375ml.html,14.57,Wine,"7,72,73"
Taittinger Brut 150cl (magnum),,150cl,http://www.amathusdrinks.com/taitinger-brut-magnums.html,52.62,Wine,"7,72,73"
Taittinger Brut 300cl (jeroboam),,300cl,http://www.amathusdrinks.com/taittinger-brut-jeroboams.html,107.15,Wine,"7,72,73"
Veuve Clicquot Brut,,75cl,http://www.amathusdrinks.com/veuve-clicquot-brut.html,27.57,Wine,"7,72,73"
Veuve Clicquot Brut NV 37.5cl (half bottle),,37.5cl,http://www.amathusdrinks.com/veuve-clicquot-brut-nv-375ml.html,16.48,Wine,"7,72,73"
Veuve Clicquot 150cl (magnum),,150cl,http://www.amathusdrinks.com/veuve-clicquot-magnums.html,60.76,Wine,"7,72,73"
Veuve Clicquot 300cl (jeroboam),,300cl,http://www.amathusdrinks.com/veuve-clicquot-jeroboams.html,170.27,Wine,"7,72,73"
Veuve Clicquot Demi-Sec,,75cl,http://www.amathusdrinks.com/veuve-clicquot-demi-sec.html,28.34,Wine,"7,72,73"
Veuve Clicquot Rosé NV,,75cl,http://www.amathusdrinks.com/veuve-cliquot-rose-nv.html,34,Wine,"7,72,73"
Champagne Pommery Summertime,,75cl,http://www.amathusdrinks.com/champagne-pommery-summertime.html,33.15,Wine,"7,72,73"
Champagne Pommery POP Silver,,20cl,http://www.amathusdrinks.com/champagne-pommery-pop-silver.html,8.15,Wine,"7,72,73"
Mumm Cordon Rouge 37.5cl ,,37.5cl,http://www.amathusdrinks.com/mumm-cordon-rouge-half-bottles-bin-end.html,7.99,Wine,"7,72,73,296"
P Louis Martin Brut Bouzy NV,"Tasting Note: ""Great brioche and lemon nose, with a creamy feel on the palate. Fine delicate and persistent bubbles, balance well with the elegant green apple, lemon and toast palate. Wonderful finish with a long length.""",75cl,http://www.amathusdrinks.com/p-louis-martin-brut-nv-bouzy.html,18.85,Wine,"7,72,73,373"
P Louis Martin Bouzy Grand Cru NV,"Tasting Note: ""Great brioche and lemon nose, with a creamy feel on the palate. Fine delicate and persistent bubbles, balance well with the elegant green apple, lemon and toast palate. Wonderful finish with a long length.""",75cl,http://www.amathusdrinks.com/p-louis-martin-grand-cru-nv-bouzy.html,24.34,Wine,"7,72,73,373"
Claude Renoux Brut Rosé,"Tasting Note: ""Delicate pink in colour, green apple and tart strawberry nose, with brioche and cranberry developing on the dry palate.""",75cl,http://www.amathusdrinks.com/claude-renoux-brut-rose.html,18.82,Wine,"7,72,73,511"
Claude Renoux Carte D'or Brut,"Tasting Note: ""Classic lemon, apple and brioche nose, fine mouse and elegant crisp backbone, make this a great quality small house champagne.""",75cl,http://www.amathusdrinks.com/claude-renoux-carte-d-or-brut.html,15.81,Wine,"7,72,73,511"
Claude Renoux Cuvée de Réserve Gold Label,"Tasting Note: ""Rich brioche and green apple flavours, persistent mouse and a great long crisp finish.""",75cl,http://www.amathusdrinks.com/claude-renoux-cuvee-de-reserve-gold-label.html,17.31,Wine,"7,72,73,511"
Armand De Brignac Rosé,,75cl,http://www.amathusdrinks.com/armand-de-brignac-rose.html,295.36,Wine,"7,72,74"
Billecart Salmon Brut ,,75cl,http://www.amathusdrinks.com/billecart-salmon-brut.html,24.43,Wine,"7,72,74"
Billecart Salmon Rosé,,75cl,http://www.amathusdrinks.com/billecart-et-salmon-rose.html,38.35,Wine,"7,72,74"
Laurent Perrier Rosé,,75cl,http://www.amathusdrinks.com/laurent-perrier-rose.html,37.36,Wine,"7,72,74"
Lanson Brut Rosé,,75cl,http://www.amathusdrinks.com/lanson-brut-rose.html,24.99,Wine,"7,72,74"
Mercier Rosé,,75cl,http://www.amathusdrinks.com/mercier-rose.html,20.9,Wine,"7,72,74"
Moët & Chandon Brut Rosé,,75cl,http://www.amathusdrinks.com/moet-and-chandon-brut-rose.html,35.13,Wine,"7,72,74"
Moët & Chandon Rosé Brut 20cl (mini),,20cl,http://www.amathusdrinks.com/moet-rose-brut-20cl.html,10.1,Wine,"7,72,74"
Moët & Chandon Rosé 150cl (magnum),,150cl,http://www.amathusdrinks.com/moet-rose-magnums.html,70.76,Wine,"7,72,74"
Mumm Cordon Rosé NV,,75cl,http://www.amathusdrinks.com/mumm-cordon-rose-nv.html,26.22,Wine,"7,72,74"
Perrier Jouët Blason de France Rosé,,75cl,http://www.amathusdrinks.com/perrier-jouet-blason-de-france-rose.html,35.01,Wine,"7,72,74"
Ruinart Rosé,,75cl,http://www.amathusdrinks.com/ruinart-rose.html,38.54,Wine,"7,72,74"
Taittinger Comte De Champagne Blanc de Blancs 1998,,75cl,http://www.amathusdrinks.com/taittinger-comte-de-champagne-blanc-de-blancs-1998.html,104.76,Wine,"7,72,74"
Taittinger Comte De Champagne Rosé 2004,,75cl,http://www.amathusdrinks.com/taittinger-comte-de-champagne-rose-2002-2004.html,151.36,Wine,"7,72,74"
Taittinger Brut Prestige Rosé,,75cl,http://www.amathusdrinks.com/taittinger-brut-prestige-rose.html,31.35,Wine,"7,72,74"
Veuve Clicquot Vintage Rosé 2004,,75cl,http://www.amathusdrinks.com/veuve-clicquot-vintage-rose-2000.html,41.51,Wine,"7,72,74"
Champagne Devaux Cuvée Rosé,,75cl,http://www.amathusdrinks.com/champagne-devaux-cuvee-rose.html,25.18,Wine,"7,72,74"
Champagne Pommery POP Pink Rose,,20cl,http://www.amathusdrinks.com/champagne-pommery-pop-pink-rose.html,9.99,Wine,"7,72,74"
P Louis Martin Rosé Bouzy Grand Cru NV ,"Tasting Note: ""Wonderful cranberry and unripe plum flavours blend with the traditional zesty nutty champagne aromas. The fruit is clean and vibrant on the palate, with a dry elegant finish that is refreshing and full of sweet lemon flavours.""",75cl,http://www.amathusdrinks.com/p-louis-martin-rose-brut-nv-bouzy.html,27.09,Wine,"7,72,74,373"
Dom Pérignon Oenotheque 1996,,75cl,http://www.amathusdrinks.com/dom-perignon-1996-oenotheque.html,195.32,Wine,"7,72,75"
Dom Pérignon 2000 150cl (magnum),,150cl,http://www.amathusdrinks.com/dom-perignon-magnums-2000.html,212.55,Wine,"7,72,75"
Dom Ruinart 1998,,75cl,http://www.amathusdrinks.com/dom-ruinart-1998.html,102.31,Wine,"7,72,75"
Pol Roger Cuvée Sir Winston Churchill 1998,,75cl,http://www.amathusdrinks.com/pol-roger-cuvee-sir-winston-churchill-1998.html,87.85,Wine,"7,72,75"
Veuve Clicquot La Grande Dame 1998,,75cl,http://www.amathusdrinks.com/veuve-clicquot-la-grande-dame-1998.html,85.31,Wine,"7,72,75"
Dom Pérignon Brut 2002,,75cl,http://www.amathusdrinks.com/dom-perignon-brut-2000.html,81.65,Wine,"7,72,75"
Dom Pérignon Brut Rosé 2000,,75cl,http://www.amathusdrinks.com/dom-perignon-brut-rose-1998.html,230.2,Wine,"7,72,75"
Laurent Perrier 1999,,75cl,http://www.amathusdrinks.com/laurent-perrier-1999.html,31.78,Wine,"7,72,75"
Louis Roederer Cristal 2004,,75cl,http://www.amathusdrinks.com/louis-roederer-cristal-2002.html,133.31,Wine,"7,72,75"
Louis Roederer Brut Vintage 2003,,75cl,http://www.amathusdrinks.com/louis-roederer-brut-vintage-2003.html,42.03,Wine,"7,72,75"
Louis Roederer Brut Vintage 2003 150cl (magnum),,150cl,http://www.amathusdrinks.com/louis-roederer-brut-vintage-2003-magnum.html,90.18,Wine,"7,72,75"
Louis Roederer Brut Vintage Rosé 2004,,75cl,http://www.amathusdrinks.com/louis-roederer-brut-vintage-rose-2004.html,44.54,Wine,"7,72,75"
Moët & Chandon Grand Brut Vintage 2003,,75cl,http://www.amathusdrinks.com/moet-and-chandon-grand-brut-vintage-2000-2003.html,34.35,Wine,"7,72,75"
Moët & Chandon Brut Vintage 2000 150cl (magnum),,150cl,http://www.amathusdrinks.com/moet-and-chandon-brut-vintage-2000-magnum.html,79.21,Wine,"7,72,75"
Moët & Chandon Vintage Rosé 2003,,75cl,http://www.amathusdrinks.com/moet-vintage-rose-2003.html,42.55,Wine,"7,72,75"
Perrier Jouët Belle Epoque 2002,,75cl,http://www.amathusdrinks.com/perrier-jouet-belle-epoque-2002.html,69.95,Wine,"7,72,75"
Perrier Jouët Belle Epoque 1998 150cl (magnum) ,,150cl,http://www.amathusdrinks.com/perrier-jouet-belle-epoque-magnums-1996-98.html,160.37,Wine,"7,72,75"
Perrier Jouët Belle Epoque Rosé 2002,,75cl,http://www.amathusdrinks.com/perrier-jouet-belle-epoque-rose-2002.html,90.13,Wine,"7,72,75"
Veuve Clicquot Brut Vintage 2002,,75cl,http://www.amathusdrinks.com/veuve-clicquot-brut-vintage-2002.html,36.42,Wine,"7,72,75"
Veuve Clicquot Rich 2002,,75cl,http://www.amathusdrinks.com/veuve-clicquot-rich-1999-2002.html,38.95,Wine,"7,72,75"
Bollinger RD 1996,,75cl,http://www.amathusdrinks.com/bollinger-r-d-1996.html,74.19,Wine,"7,72,75,296"
P Louis Martin Cuvée Vincent Bouzy Grand Cru 2005,"Tasting Note: ""Incredibly intense champagne, showing true winemaking skill and class. Hazel nuts, sweet brioche, and fresh lemon peel on the nose, which continue onto the bold palate. Rich nutty flavours and a creamy lemon flavour work superbly with the tiny energetic bubbles. Very long dry finish with green apple and toast notes typify this classic blanc de blanc cuvée."".",75cl,http://www.amathusdrinks.com/p-louis-martin-cuvee-vincent-2005-bouzy.html,36.14,Wine,"7,72,75,373"
Champagne Pommery POP UK,,20cl,http://www.amathusdrinks.com/champagne-pommery-pop-uk.html,9.15,Wine,"7,73"
Château Cissac Cru Bourgeois Exceptional Haut Medoc 2007,"Tasting Note: ""Great blackcurrant and plum fruit aromas, balanced well by classic cedar and spice as the wine opens up. A great typical claret.""",75cl,http://www.amathusdrinks.com/chateau-cissac-cru-bourgeois-exc-haut-medoc-2007.html,11.24,Wine,"7,9,10"
Terrazas Cabernet Sauvignon Reserva 2006,,75cl,http://www.amathusdrinks.com/terrazas-cabernet-sauvignon-reserve-2006.html,9.15,Wine,"7,9,10"
Sillogi Moraitis Aidani Cabernet 2007,"Tasting Note: ""Redcurrants and spice on the nose with a soft elegant feel on the mouth.""
",75cl,http://www.amathusdrinks.com/sillogi-aidani-cabernet-2007.html,8,Wine,"7,9,10"
Opus One 2003,,75cl,http://www.amathusdrinks.com/opus-one-2003.html,185.59,Wine,"7,9,10"
"Idiom Blend - Cabernet Sauvignon, Merlot, Cabernet Franc 2006","Tasting Note: ""A full bodied blend of Cabernet Sauvignon, Merlot and Cabernet Franc. It is very expressive on the nose with sour blueberry and cherry aromas competing well with blackcurrant leaf and soft smoke.  On the palate there are good firm tannins with lots of restrained red and black fruit with hints of vanilla, spice and dark roasted coffee."" 

",75cl,http://www.amathusdrinks.com/idiom-bordeaux-blend-2006-cab-sauv-merlot-cab-franc.html,17.13,Wine,"7,9,10,105,115,383"
Chateau Vieux Tuquet Bordeaux 2009,"""Plum and blackcurrant on the nose with spice developing in the glass; firm but integrated tannins, well balanced by fresh acidity, and good depth of berry flavour continuing on the finish.""",75cl,http://www.amathusdrinks.com/chateau-vieux-tuquet-bordeaux-2009.html,5.25,wines,"7,9,10,105,668"
Cape Mentelle Cabernet/Merlot 2007,,,http://www.amathusdrinks.com/cape-mentelle-cabernet-merlot-2007.html,10.34,Wine,"7,9,10,115"
Château De Gironville Haut Medoc 2004,,75cl,http://www.amathusdrinks.com/chateau-de-gironville-bordeau-haut-medoc-2004.html,6.93,Wine,"7,9,10,296"
Pedroncelli Dry Creek Valley Cabernet Sauvignon 2008,"""Rich aromas of ripe raspberry and cherry highlight this full flavoured Cabernet Sauvignon. The wine is highlighted by bright acidity, in just the right amount to showcase the fruit. Plum, toasted oak notes and warm clove spice combine to round out the flavors. Framed by firm tannins and a lasting finish.""",75cl,http://www.amathusdrinks.com/pedroncelli-dry-creek-valley-cabernet-sauvignon-2008.html,6.89,Wine,"7,9,10,381"
Carelli 34° Cabernet Sauvignon 2008,"Tasting Note: ""A fantastic cabernet, black vibrant fruit flavours and cinnamon spice on the nose. Great flavour on the palate of blackcurrants and baked plums, balanced well with medium acidity and soft tannins.""
",75cl,http://www.amathusdrinks.com/latitud-34-cabernet-sauvignon-2008.html,4.89,Wine,"7,9,10,437"
Camaleon Cabernet Sauvignon 2009,"“Classic sweet cassis and blackberry aromas, well integrated with some vanilla and mocha flavours. Rich on the palate, and very smooth."" ",75cl,http://www.amathusdrinks.com/camaleon-cabernet-sauvignon-2009.html,4.13,Wine,"7,9,10,449"
Caze Blanque Cabernet Sauvignon Vin de Pays D'Oc 2009,"Tasting Note: ""Rich blackberries and plums on the nose, a soft juicy mouth feel with great blackcurrant and raspberry flavours.""
",75cl,http://www.amathusdrinks.com/caze-blanque-cabernet-sauvignon-2008-vin-de-pays-d-oc.html,4.24,Wine,"7,9,10,489"
Miguel Torres Santa Digna Cabernet Sauvignon 2009,"""Cedar wood and blackcurrants on the nose and continuing onto the palate. Good structure with firm tannins and crisp acidity.""",75cl,http://www.amathusdrinks.com/miguel-torres-santa-digna-cabernet-sauvignon-2009.html,5.63,Wine,"7,9,10,503"
"Idiom Cape Blend - Cabernet Sauvignon, Pinotage, Merlot 2006","Tasting Note: ""A smooth rich wine made from the Cape's own grape Pinotage blended with Cabernet Sauvignon and Merlot. This blend offers abundant aromas of deep red cherry fruit, sweet caramel and fragrant cigar smoke. It has a great depth of dark fruit flavour on the palate that continues on the long finish.""",75cl,http://www.amathusdrinks.com/idiom-cape-blend-2006-cab-sauv-pinotage-merlot.html,15.13,Wine,"7,9,102,115,196,383"
Seven Sisters Pinotage/Shiraz Dawn 2008,"Tasting Note: ""Rich clean nose of black fruit, spice and vanilla. Juicy blackcurrants, blackberries and chocolate on the palate, medium high acidity and rounded tannins, with a long length.""",75cl,http://www.amathusdrinks.com/seven-sisters-pinotage-shiraz-dawn-2007.html,5.13,Wine,"7,9,102,196,409"
Château Garraud Lalande Pomerol 2005,"Tasting Note: ""Plenty of red fruit flavours balanced well by the oak. The firm tannins give the wine a classic backbone, sopporting a complex palate and long finish.""",75cl,http://www.amathusdrinks.com/chateau-garraud-lalande-pomerol-2004.html,13,Wine,"7,9,105"
Jean de Laroche Merlot Vin de Pays D'Oc 2010 ,"Tasting Note:  ""Rich plum and redcurrants on the nose, with soft tannins, medium acidity and lots of juicy strawberry and raspberry flavours on the palate.""",75cl,http://www.amathusdrinks.com/jean-de-laroche-merlot-vin-de-pays-d-oc-2010.html,4.24,Wine,"7,9,105"
Château Croix de Thomas St. Georges St.Emilion 2005,"Tasting Note: ""Classic St Emilion, plum and fruitcake nose, with great spice and red fruit flavours on the palate. An elegant wine, with a delicious long finish.""",75cl,http://www.amathusdrinks.com/chateau-croix-de-thomas-st-georges-st-emilion-2004-05.html,8.24,Wine,"7,9,105"
Châteauneuf du Pape Dom Barville Brotte 2007,,75cl,http://www.amathusdrinks.com/chateauneuf-du-pape-l-brotte-2005.html,18.24,Wine,"7,9,108"
Les Armoiries Rouge Côtes Du Rhône 2008,"Tasting Note: ""Plum and cranberries on the nose with soft spices developing. Great intensity of flavour in the mouth, with the soft tannins and medium acidity balancing the red fruit and subtle spice well. Would work well on its own, but also with cured ham or slow roasted lamb.""",75cl,http://www.amathusdrinks.com/les-armoiries-rouge-cotes-du-rhone-2007.html,4.84,Wine,"7,9,108,115,441"
Côtes du Rhône Villages Passion d'Anselme 2005 / 2007,,75cl,http://www.amathusdrinks.com/cotes-du-rhone-villages-passion-d-anselme-2005-2007.html,4.49,Wine,"7,9,108,296"
Palacio de Sada Crianza Garnacha 2005,"Tasting Note: ""Burnt strawberry and rich vanilla aromas entice. Great acidity and rich tannins are balanced well with redcurrant, plum, and white pepper spices. A generous depth of flavor and long length makes this a great traditional Spanish wine with a wonderful modern twist.""
",75cl,http://www.amathusdrinks.com/palacio-de-sada-crianza-garnacha-2005.html,5.24,Wine,"7,9,108,481"
La Cetto Petit Syrah 2006,,75cl,http://www.amathusdrinks.com/la-cetto-petit-syrah-2006.html,6.29,Wine,"7,9,110"
"Idiom SMV Blend - Shiraz, Mourvedre, Viognier 2005","Tasting note: ""Deep red garnet with almost inky edges. Spicy with butterscotch and violets on the nose. Rich deep notes of blackberries, dark chocolate and black pepper on the palate. A full mouth feel with fine tannins that dissolves into a velvety, sweet and long finish. A big, bold yet balanced wine for big occasions.""",75cl,http://www.amathusdrinks.com/idiom-rhone-blend-2005-shiraz-mourvedre-viognier.html,15.13,Wine,"7,9,110,115,383"
Crozes Hermitage La Rollande L.C.Brotte 2007,,75cl,http://www.amathusdrinks.com/crozes-hermitage-la-rollande-l-c-brotte-2007.html,7.43,Wine,"7,9,110,296"
The Auction Crossing Syrah Viognier 2008,"Tasting notes:  ""A complex wine with a rich perfumed nose of violets, black pepper, cured meat and sweet dark plums.  Full and well intergrated mid palate with soft and round tannins on the finish.""",75cl,http://www.amathusdrinks.com/the-auction-crossing-syrah-viognier-2008.html,8.75,Wine,"7,9,110,413"
Acrobat Shiraz 2008,"""Deep ruby colour with sweet spicy plums and blackberries on the nose, a rich blackcurrant and cardamon juicy palate leads to a long satisfying finish."" ",75cl,http://www.amathusdrinks.com/acrobat-shiraz-2008.html,4.59,Wine,"7,9,110,455"
Georges Duboeuf La Madone Fleurie 2007,"Tasting Note: ""Classic bright red strawberry fruit, light body and high acidity.""",75cl,http://www.amathusdrinks.com/fleurie-la-madone-georges-duboeuf-2007.html,6.13,Wine,"7,9,114,296"
Vin De Table Français Rouge ,,75cl,http://www.amathusdrinks.com/vin-de-table-francais-soft-red.html,3.74,Wine,"7,9,115"
Cloudy Bay Pinot Noir 2008,"<b>Tasting Notes:</b> ""Opulent aromas of dark plums and cardamom spice are enhanced by the earthy scent of liquorice and hints of smoky oak. The palate is highly concentrated with black cherry and red berry flavours supported by silky tannins through to a long and generous finish. The 2005 Cloudy Bay Pinot Noir reflects an idyllic Marlborough vintage and will continue to gain additional complexity over 4 – 5 years if cellared in ideal conditions.""",75cl,http://www.amathusdrinks.com/cloudy-bay-pinot-noir-2008.html,16.97,Wine,"7,9,119"
Gevrey Chambertin Domaine Rossignol Trapet 2002 ,,75cl,http://www.amathusdrinks.com/gevrey-chambertin-domaine-rossignol-trapet-2002-bin-end.html,15.14,Wine,"7,9,119,296"
Domaine Georges Michel Golden Mile Pinot Noir 2009,"Tasting Note: ""Spicy nose with cardamom, cinnamon and sour red fruits continuing from the nose to palate, very well balanced acidity to intensity. Neat tannins.""",75cl,http://www.amathusdrinks.com/domaine-georges-michel-golden-mile-pinot-noir-2009.html,8.49,Wine,"7,9,119,387"
Domaine Georges Michel La Reserve Pinot Noir 2005,"Tasting Note: ""Deep aromas of mushrooms, undergrowth and rich spices blending well with stewed plums and sharp redcurrants. Fantastic complexity of aromas continuing onto the palate where sour cherries and savoury flavours dominate. Great acid and firm tannins.""",75cl,http://www.amathusdrinks.com/domaine-georges-michel-la-reserve-pinot-noir-2005.html,11.24,Wine,"7,9,119,387"
Domaine Moillard Nuits-St-Georges 1er Cru Clos des Grandes Vignes 2002,"<b>Tasting Note:</b> ""Great classic red Burgundy. Elegant plum and birch aromas, earth, redcurrants and truffle perfumes develop in the glass. Complex red fruit, pine, and spices blend well with the elegant acid and fine tannins. A great vintage which has allowed the wine to bottle age well. Drinking now. This is what top class Nuits St George should taste like.""
",75cl,http://www.amathusdrinks.com/domaine-moillard-nuits-st-georges-1er-cru-clos-des-grande-vignes-2002.html,28.74,Wine,"7,9,119,389"
Domaine Moillard Hautes Côtes de Nuits Rouge 2007,"<b>Tasting Notes:</b> ""Sour plums and redcurrants on the rich nose, followed by cranberries, white pepper and spice on the palate. Typical high acidity balances the wine well and the finish is refreshing and dangerously more-ish!""
",75cl,http://www.amathusdrinks.com/domaine-moillard-bourgogne-hautes-cotes-de-nuits-rouge-2007.html,9.24,Wine,"7,9,119,389"
Domaine Moillard Beaune Premier 1er Cru Pertuisots 2006,"Tasting Notes: ""Rich raspberries and stewed plums work well with cigar flavours and some forest wood aromas. Generous mouth feel, and great flavour which continues in a long finish. Complex flavours here work well""",75cl,http://www.amathusdrinks.com/domaine-moillard-beaune-premier-1er-cru-pertuisots-2006.html,16,Wine,"7,9,119,389"
Domaine Moillard Gevrey-Chambertin Rouge 2003,"<b>Tasting Note:</b> ""Typical truffle, cranberry and plum aromas, good depth of flavour with fine tannins and high acidity. Classic Burgundy, delicious and elegant.""
",75cl,http://www.amathusdrinks.com/domaine-moillard-gevrey-chambertin-beau-versant-rouge-2003.html,21.24,Wine,"7,9,119,389"
Evergreen Oregon Pinot Noir 2007,“This well balanced Pinot Noir offers a complex and silky mix of berries and a subtle finish of tannins on the palate.”,75cl,http://www.amathusdrinks.com/evergreen-oregon-pinot-noir-2007.html,9.49,Wine,"7,9,119,429"
Evergreen Oregon Pinot Noir Reserve 2006,"“Rich blackberries, nutmeg, pepper and a hints of vanilla develop on the reserve wine. Lovely smooth texture, and intense fruit and truffle flavours last well on the long finish.”",75cl,http://www.amathusdrinks.com/evergreen-oregon-pinot-noir-reserve-2006.html,14.69,Wine,"7,9,119,429"
Aldo Clerico Barolo 2004,"Tasting note: ""Classic and complex. Barolo at its best. A rich bramble, leather, rose and cherry nose that deepens on the palate, developing truffle, floral and blackcurrant flavours, all balanced well by the high acidity and classic firm tannins.""",75cl,http://www.amathusdrinks.com/aldo-clerico-barolo-2004.html,16.9,Wine,"7,9,133,425"
Idiom Sangiovese 2006,"Tasting Note: ""An elegant wine with a tantalising nose and soft and juicy mouth feel. Rich and spicy aromas of cinnamon and tobacco. Assertive and robust flavours of blackcurrant and prune with a concentrated finish.""",75cl,http://www.amathusdrinks.com/idiom-sangiovese-2006.html,14.13,Wine,"7,9,138,383"
Sangiovese Toscana Le Chiantigiane 2008,"Tasting Note: ""Sour cherry and bacon on the nose, with a great deep complex flavour of cherry, smoked ham, and plums. A juicy length and rounded tannins.""
",75cl,http://www.amathusdrinks.com/sangiovese-toscana-le-chiantigiane-2008.html,4.39,Wine,"7,9,138,515"
