productid	name	brand	offerid	category	description	price	image	url	availability	shipping	special	expirationdate	oldprice
280	Côtes de Malepère - Cuvée Prestige - 2005/2006	Domaine Guilhem	S-1713-05	Rotwein|Frankreich	Chateau Guilhem - Côtes de Malepère AC - Cuvée Prestige - Elevé en fût de chéne Das "Prachtstück" von Bertrand Gourdou Flascheninhalt: 0,75 ltr. Charakter: Ein Prestige Wein mit einem kraftvollen Duft nach reifen Brombeeren und nach Backpflaumen. Elegante Frucht mit feinen Röstaromen. Sehr körpereich und viel Finesse. Region: Languedoc Auszeichnungen: Barrique-Goldmedaille Das Weingut Bertrand Gourdou, Besitzer der Domaine Guilhem, ist sehr stolz auf die Weinbautradition in seiner Familie. Mit mehr als 25 ha Weinbergen rund um das Chateau gehört dieser 1878 gegründete Familienbesitz zu den besten Weingütern der Cotes de Malepere. Diese Region innerhalb des Languedoc-Roussillon-Anbaugebietes südwestlich von Carcassone in Richtung Limoux, direkt am Massif de Malepere, ist mit klassischen Rebsorten des Bordeaux bepflanz. Auf den metiterranen Böden wachsen aufgrund des idealen Mikroklimas außerordentliche, fruchtbetonte und körperreiche Weine, wie man sie sonst im Languedoc-Roussillon selten findet. . Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	9.60	http://www.a-vino.de/images/chateau_guilhem_cotes_de_ma.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=280	ab Lager	0.00			
281	Chateau Saint Michel - Corbieres Barrique - 2004	Chateau Saint Michel	S-1756-04	Rotwein|Frankreich	Ein Corbieres der mehr Auszeichnungen verdient hätte Flascheninhalt: 0,75 ltr. Charakter: Ein Traum dieser Wein. Betörende Fruchtaromen. Ein runder, milder Geschmack mit weichen Tanninen. Ein klassischer Corbieres. Auszeichnungen: Barrique Bronzemedaille (wir finden er hätte Gold verdient) Region: Languedoc Das Weingut: Die im Jahre 1985 klassifizierte Appellation "Corbieres" liegt in der Weinbau-Region Languedoc. Mitten in dieser Region liegt das Chateau Saint Michel, das seit vielen Jahren Corbieres-Weine mit hohen Auszeichnungen erzeugt. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	7.45	http://www.a-vino.de/images/chateau_Saint_Michel_2000.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=281	ab Lager	0.00			
282	Lucumone - Cabernet Sauvignon - 2002	Ficomontanino	S-5426-02	Rotwein|Italien	 Eine traurige Nachricht. Lucumone wird nicht mehr erzeugt. Das Weingut konzentriert sich nur noch auf den Chiant - Tutulus. Und auch dieser fast nicht zu bekommen Einer meiner Lieblinge. Ein perfekt ausgebauter Cabernet Sauvignon. Absoluter Geheimtip. Oft nicht verfügbar. Verfügbarkeit bitte Anfragen. Flascheninhalt: 0,75 ltr. Charakter: Ein reinsortiger Cabernet Sauvignon, im Barrique ausgebaut. Intensiver reichhaltiger Duft von Brombeeren und orientalischen Gewürzen. Sehr elegant und harmonisch im Geschmack. Dicht und konzentriert aber trotzdem sehr weiche und gut eingebunden Tanine. Ein erfreulich langer Abgang. Rebsorte: Cabernet Sauvignon (100%) Weingut: In der Provinz von Siena liegt das 50 Hektar grosse Weingut im Colli Senesi Gebiet unweit von Montepulciano. Dieses Weingut ist ein Geheimtip und aus den besten Weinbergen stammt der Lucumone von dem nur ca. 3000 Flaschen pro Jahr erzeugt werden. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	17.90	http://www.a-vino.de/images/lucumone_2002.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=282	ab Lager	0.00			
283	Teruzzi & Puthod - Vernaccia di San Gimignano DOCG - 2005/2006	Teruzzi & Puthod	S-5416-06	Weisswein|Italien	Flascheninhalt: 0,75 ltr. Charakter: Ein frischer und intensiver Duft von Pfirsichen und Birnen, ohne aufdringlich zu wirken. Ein körperreicher Weisswein der mit einem feinen Fruchtspiel, voller Harmonie und einer gut eingebundenen Säure begeistert. Rebsorte: Vernaccia (90%), Chardonnay (10%) Auszeichnungen: Dieser Jahrgang wurde noch nicht bewertet. Der 2003er erhielt folgende Auszeichnungen: Gambero Rosso 2005: 1 Glas Duemilavini 2005: 3 Trauben Das Weingut Teruzzi & Puthod, sind eine der besten Weißwein-Domänen Italiens. Mit 85 ha Weinbergen ist es einer der grössten der Region. Ein romantisches Castello ode ein Palazzo aus vergangener Zeit (wie in San Gimignano eigentlich üblich), sucht man allerdings hier vergeblich. Hier ist eine zweckmäßiges Kelterhaus mit den neuesten Kellertechniken, die immer besser schmeckende Weine erzeugen. Die Kellerei Teruzzi & Puthod stellt seit ihrer Gründung im Jahre 1974 ihr unendlich hohes Potenzial unter Beweis. Namensgeber und Kellermeister des Weingutes ist Enrico Teruzzi. Bekannt als Tüftler mit außerordentlichem Talent gehört er mit seinem begnadeten Vinifikationsstil zu einem der angesehensten Erzeuger der Toskana. "Enrico Teruzzi genießt als eine der Leitfiguren der Weinszene von San Gimignano allgemeine Anerkennung." . Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	7.90	http://www.a-vino.de/images/vernaccia_di_san_gimignano_.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=283	ab Lager	0.00			
284	Olio Extra Vergine di Oliva - Dolciolio - Giachi	Giachi Giovanni	S-5546	Olivenöl|Italien	Flascheninhalt: 0,5 ltr. Ökologisches kaltgepresstes Olivenöl Extra Virgen höchster Qualität. Für dieses Öl werden die Sorten Moraiolo (50-60%), Frantoiano (15-20%) sowie Leccino, Pendolino und Maurino ausschließlich von Hand gepflückt. Eine Teilpartie davon erst im Dezember. Sofort nach der Ernte werden die Oliven gemahlen und kalt gepresst, um die Eigenschaften der Früchte im Öl zu bewahren. Das Öl wird vor der Abfüllung durch Baumwollwatte filtriert und so vom Depot des Fruchtwassers getrennt, welches mit der Zeit die ursprüngliche Qualität beeinflussen würde. Der durch die späte Lese erreichte höhere Reifegrad der Oliven gewährleistet die Gewinnung eines Olivenöls mit ausgeprägt weichem und delikatem Charakter. Erzeuger: Das Gut des Familienbetriebes Giachi befindet sich in den Hügeln von Mercatale Val di Pesa (Florenz), in der Anbauzone Chianti Classicop Fiorentino. Seit Generationen widmet man sich dort der Produktion und dem Verkauf qualitativ hochwertigen nativen Olivenöls nach toskanischer Tradition mit mittlerweile internationaler Anerkennung. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	11.35	http://www.a-vino.de/images/olio_dolciolio.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=284	ab Lager	0.00			
285	Cantine due Palme - Primitivo Salente Rosso IGT 2006	Cantine due Palme	S-5372-06	Rotwein|Italien	Nicht nur von der Sonne verwöhnt, auch noch im Eichenfässle gereift Flascheninhalt: 0,75 ltr. Charakter:Feinwürziger Duft nach Backpflaumen und reifen Himbeeren, leichte Akzente von exotischen Gewürzen, sehr gute Struktur und vollmundig Rebsorte: Primitivo: Ausbau in französischen Barriques Weingut: Die Cantine due Palme in Cellino San Marco wurde 1989 von 400 Weinbauern aus den Provinzen Lecce, Brindsi und Taranto im Zentrum des Salento-Weinbaugebietes gegründet. Das Ziel war und ist es, vor allen Dingen die autochthonen Rebsorten dieser Region, Negroamarao, Malvasia Nera und Primitivo zu forcieren und diese Weine in einer neu gebauten Kellerei zu perfektionieren. Das ist mehr als gelungen und das Ergebnis kann sich sehen lassen. Blitzsaubere Weine mit einem excellenten Preis-/Qualitätsverhältnis und gelungenen Ausstattungen. Man merkt bei jeder Flasche, dass hier das Potential dieser sonnenverwöhnten Gegend genutzt und mit hohem Sachverstand und besten Ausstattungen, sowie der Vinifikation in französischen Barriques umgesetzt wird. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	8.70	http://www.a-vino.de/images/Salento_Primitivo.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=285	ab Lager	0.00			
286	Tutulus - Chianti Colli Senesi DOCG - 2001/2004/2005	Ficomontanino	S-5425-04	Rotwein|Italien	Ein Traum von Chianti von der besten Seite. Leider nur sehr schwer zu bekommen. Nur kleine Bestände vorhanden. Verfügbarkeit bitte anfragen. Flascheninhalt: 0,75 ltr. Charakter: Von Hand selektiv gelesen und in Barrique ausgebaut ist dieser Chianti ein Wein mit unglaublicher Geschmacksvielfalt. Ausgeprägter voller Chianti-Duft, kräftig und mundfüllend, lang nachklingend. Rebsorte: Sangiovese Weingut: In der Provinz von Siena liegt das 50 Hektar grosse Weingut im Colli Senesi Gebiet unweit von Montepulciano. Dieses Weingut ist ein Geheimtip und aus den besten Weinbergen stammt der Tutulus. Dieser Wein ist ein absoluter Geheimtip für Kenner mit einem guten Preis-/Leistungsverhältnis. Nur geringe Mengen auf Lager und sehr schwer nachzubekommen. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	16.25	http://www.a-vino.de/images/Tutulus.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=286	ab Lager	0.00			
287	Fat. di Magliano - Heba - Morellino di Scansano DOC - 2005/2006	Fattoria di Magliano	S-5510-xx	Rotwein|Italien	Einer unserer Lieblingsweine aus der Maremma Flascheninhalt: 0,75 ltr. Charakter:Kräftiger und lang anhaltender Duft von schwarzen Kirschen. Leichte Aromen von Tabak und Minze. Komplexer Körper mit einem langen Abgang. Rebsorte: Sangiovese / Syrah Weingut: Auf den Hügeln zwischen Grosseto und Magliano liegt die Maremma, der bis vor kurzem wenig beachtete Landstrich zwischen Florenz und dem Meer im Westen. Der Morellino di Scansano wächst in den nach Süden ausgerichteten Weinbergen in excellenter Qualität. Die Fattoria di Magliano ist eine der ältesten Kellereien in Magliano und bekannt für Ihren Morellino und für den Poggio Bestiale. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	11.50	http://www.a-vino.de/images/Heba_Morellino.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=287	ab Lager	0.00			
288	Cantina Colli del Soligo - Pinot Grigio Veneto IGT - 2007	Cantina Colli del Soligo	S-5513-07	Weisswein|Italien	Flascheninhalt: 0,75 ltr. Charakter: Sehr angenehmer erfrischender Duft. Strohgelbe Farbe. Leicht und bekömmlich. Ein excellenter Tischwein für Fischgerichte und Antipasti. Rebsorte: Pinot Grigio Das Weingut "Im Jahre 1957 haben sich 700 Weinbauern an der "Strada del Vino Blanco" zwischen Conegliano und Valdobiadene zusammengeschlossen und eine gemeinsame Kellerei gebaut. Ihre Weinberge liegen in 300 - 400 m Höhe in der sanften Hügellandschaft in bevorzugten, vom Klima begünstigten Lagen und somit besonders gut geeignet, excellentes Traubengut zu erzeugen. Ein sehr überzeugendes Preis-/Qualitätsverhältnis für professionell gemachte Weine und Prosecci. Im Jahr 2002 erhielt die Cantina das Qualitätszertifikat der internationalen Norm UNI EN ISO 9002. . Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	5.50	http://www.a-vino.de/images/Soligo_Pinot_Grigio.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=288	ab Lager	0.00			
289	Prosecco Frizzante - Cantina Colli del Soligo - Liga IGT - Brut	Cantina Colli del Soligo	S-5552	Champagner+Co.|Italien	Flascheninhalt: 0,75 ltr. Charakter: Blasse strohgelbe Farbe, fruchtiges Bouquet. Trocken. Sehr harmonischer Geschmack. Rebsorte: Prosecco Das Weingut "Im Jahre 1957 haben sich 700 Weinbauern an der "Strada del Vino Blanco" zwischen Conegliano und Valdobiadene zusammengeschlossen und eine gemeinsame Kellerei gebaut. Ihre Weinberge liegen in 300 - 400 m Höhe in der sanften Hügellandschaft in bevorzugten, vom Klima begünstigten Lagen und somit besonders gut geeignet, excellentes Traubengut zu erzeugen. Ein sehr überzeugendes Preis-/Qualitätsverhältnis für professionell gemachte Weine und Prosecci. Im Jahr 2002 erhielt die Cantina das Qualitätszertifikat der internationalen Norm UNI EN ISO 9002. . Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	5.95	http://www.a-vino.de/images/soligo_Frizzante.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=289	ab Lager	0.00			
290	Prosecco Spumante - Cantina Colli del Soligo	Cantina Colli del Soligo	S-5553	Champagner+Co.|Italien	Flascheninhalt: 0,75 ltr. Charakter: Ein Prosecco der Spitzenklasse. Feinperlig, leuchtend strohgelbe Farbe. Sehr fruchtig und sehr harmonisch im Geschmack. Rebsorte: Prosecco Das Weingut "Im Jahre 1957 haben sich 700 Weinbauern an der "Strada del Vino Blanco" zwischen Conegliano und Valdobiadene zusammengeschlossen und eine gemeinsame Kellerei gebaut. Ihre Weinberge liegen in 300 - 400 m Höhe in der sanften Hügellandschaft in bevorzugten, vom Klima begünstigten Lagen und somit besonders gut geeignet, excellentes Traubengut zu erzeugen. Ein sehr überzeugendes Preis-/Qualitätsverhältnis für professionell gemachte Weine und Prosecci. Im Jahr 2002 erhielt die Cantina das Qualitätszertifikat der internationalen Norm UNI EN ISO 9002. . Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	8.90	http://www.a-vino.de/images/Soligo_Prosecco.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=290	ab Lager	0.00			
305	Chateau bel Eveque - Pierre Richard - Cuvee Cardinal 2006	Chateau bel Eveque - P. Richard	S-1755-06	Rotwein|Frankreich	Der neue Jahrgang bei weitem der Beste von Allen bisher. Auch wenn Pierre Richard als Schauspieler ein Scherzbold war, dieser Wein ist kein Scherz. Ein perfekter Corbiere und sein Spitzenwein "Cuvee Cardinal" Flascheninhalt: 0,75 ltr. Charakter: Barrique-Ausbau. Intensiver Beerenduft mit einem Hauch von exotschen Gewürzen. Vielfältiges Geschmacksspektrum, voller Körper, ein grosser Wein mit Potential. Auszeichnungen: Medaille d'Or - Paris 2005 Das Weingut: 1986 hat der bekannte Schauspieler Pierre Richard bei einem Besuch in dieser schönen Gegend das stark heruntergekommene Weingut Chateau Bel Eveque gekauft. Direkt am Mittelmeer gelegen und zum Corbieres Maritime gehörend, sind hieraus inzwischen 20 ha gepflegte Weinberge geworden, auf denen Mourvedre, Syrah und Grenache wachsen. Es war nicht anders zu erwarten! Mit einem normalen Courbieres war Pierre Richard nicht zufrieden. Handgelesen und nur von sehr alten Rebstöcken ist sein Spitzenwein "Cuvee Cardinal" inzwischen in die Riege der Topweine aufgestiegen. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	16.50	http://www.a-vino.de/images/pierre richard.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=305	ab Lager	0.00			
306	Chateau Simian: Chateauneuf du Pape - Rouge AC 2006	Serguier & Fils - Chateau Simian	S-1613-05	Rotwein|Frankreich	Ein göttlicher Wein - Vive la france Flascheninhalt: 0,75 ltr. Charakter: Konzentriertes würziges Bouquet, sehr gute Struktur, herrlich, ausgewogener Geschmack Die Region: Chateauneuf Das Weingut: Der Grossvater von Jean-Pierre, Hippolyte Serguier, kaufte Anfang des letzten Jahrhunderts einige Parzellen in Chateauneuf. Seine Söhne Marcel und Yves vergrösserten den Besitz und gründeten den neuen Familiensitz in CLos Simian. Bis 1980 wurden alle Weine an die regionalen Kellereien verkauft. 1981 verkaufte Jean-Pierre den ersten Wein von Chateau Simian in Flaschen. Heute ist der Besitz 24 ha groß. Die Vielseitigkeit des Bodens, die organische Düngung und traditionelle Bodenbearbeitung, sowie die von Hand gelesenen und sortierten Trauben von Grenache- und Syrah-Stöcken ergeben diesen herrlichen Wein. . Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	22.90	http://www.a-vino.de/images/chateauneuf du pape_chateau simian.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=306	ab Lager	0.00			
356	Giacosa Fratelli - Barolo DOCG - 2004	Giacosa Fratelli	S-5256-03	Rotwein|Italien	Dieser fantastische Barolo reifte 24 Monate im grossen Holzfass. Ein Wein zum meditieren. Flascheninhalt: 0,75 ltr. Charakter:Reichhaltige Düfte von schwarzen Kirschen, Nuancen von getoasteter Eiche, Aromen von Vanille und Waldkräutern. Rebsorte: Nebbiolo Region: Piemont Das Weingut: Der Großvater von Valerio und Renzo Giacosa stammt aus einer kleinbäuerlichen Familie aus der Gegend von Alba. Nachdem er sich zunächst als Traubenhändler selbständig gemacht hatte, gründete er 1895 das heute sehr bekannte Piemonteser Weinhaus Giacosa Fratelli mit dem ersten Firmensitz in Borgonuovo di Neive. Es folgten arbeitsreiche Jahre über mehrer Generationen, bis Giacosa sein heutiges Ansehen erreicht hatte. Seit über 3 Jahren ist Maurizio Giacosa für das Weingut verantwortlich. Neue Weinberge wurden gekauft und die Weine selbst werden von Jahr zu Jahr immer besser. Das Weingut gehört seit längerem schon zu den Spitzenweingütern im Piemonte. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	25.20	http://www.a-vino.de/images/fratelli_barolo.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=356	ab Lager	0.00			
308	Conde de Valdemar - Crianza 2004/2005	Bujanda Martinez	S-4050-05	Rotwein|Spanien	Flascheninhalt: 0,75 ltr. Charakter: komplexer Duft, voll und kräftig, gute Struktur, angenehme Vanille- und Holztöne Rebsorte: 90% Tempranillo, 10% Mazuelo Das Weingut: In dem sagenumwobenen Gebiet des Rioja, dort wo die Sonne. die Reben und die Menschen seit mehr als einem Jahrhundert, das Geheimnis dieses berühmten Weins wahren, wird die Tradition zur Gegenwart, wird Innovation oft eine kluge Wiederentdeckung von Vergessenem. Aus Klassikern wie Tempranillo und Viura und aus Mazuelo und Malvasia werden erstklassige Rotweine und inzwischen auch köstliche Weißweine erzeugt. Martinez Bujanda wird in der Rubrik "Die Top-Betriebe" in der Fachzeitschrift "Alles über Wein" mit als bester Erzeuger genannt. Auszeichnungen Wine Spectator 11/2001 zum 1998er: "Best Buy!" Wine & Spirits 11/2002: "Best Values!" Vinum 12/2001 zum Thema Rioja: "rundweg gut". Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	9.80	http://www.a-vino.de/images/conde_de_valdemar_crianza.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=308	ab Lager	0.00			
309	Conde de Valdemar - Reserva 2000/2003	Bujanda Martinez	S-4051-03	Rotwein|Spanien	Aristokratischer Reserva der spanischen Domäne Martínez Bujanda Flascheninhalt: 0,75 ltr. Charakter: konzentriertes, feinwürziges Bouquet, herrliche Beerenaromen, Tabak- und Karamellnoten, leicht süßlicher Schmelz, vollmundig Rebsorte: 85 % Tempranillo, 15 % Mazuelo Das Weingut: In dem sagenumwobenen Gebiet des Rioja, dort wo die Sonne. die Reben und die Menschen seit mehr als einem Jahrhundert, das Geheimnis dieses berühmten Weins wahren, wird die Tradition zur Gegenwart, wird Innovation oft eine kluge Wiederentdeckung von Vergessenem. Aus Klassikern wie Tempranillo und Viura und aus Mazuelo und Malvasia werden erstklassige Rotweine und inzwischen auch köstliche Weißweine erzeugt. Martinez Bujanda wird in der Rubrik "Die Top-Betriebe" in der Fachzeitschrift "Alles über Wein" mit als bester Erzeuger genannt. Auszeichnungen: Amerikanische Weinfachzeitschrift Wine Enthusiast 11/2003 zum 1998er: Unter den ersten im "Buying Guide" mit 89/100 Punkten! Vinum 12/2001 zum Thema Rioja:"rundweg gut". Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	13.50	http://www.a-vino.de/images/conde_de_valdemar_reserva.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=309	ab Lager	0.00			
310	Chateau Plaisance AC - St. Emilion Grand Cru 1999/2002	Mareschal Xavier	S-1154-xx	Rotwein|Frankreich	Der Name Plaisance (Vergnügen) hält was er verspricht. Flascheninhalt: 0,75 ltr. Charakter: Fast schwarze purpur-rote Farbe. Duft von Pflaumenmarmelade und schwarzen Johannisbeeren. Ein runder, vollmundiger Wein mit einem sehr schönen Gleichgewicht, das auf die seidigen Tannine und die reifen Fruchtaromen zurückzuführen sind. Das Finale ist sehr lang. Region: Bordeaux Das Weingut: Angesiedelt auf dem Plateaut von Saint-Sulpice von Faleyrens im Süden von Saint-Émilion baut Xavier Mareschal auf einer Fläche von 17 Hektar 80% Merlot und 20% Sauvignon an. Xavier Mareschal hat dieses Eigentum im Jahre 1997 zurückgekauft. Er hat auf dem Gut viele Veränderungen durchgeführt um erstklassige Saint-Emilion-Jahrgänge zu produzieren. Das Eigentum produziert 96.000 Flaschen von Saint-Émilion, deren Hälfte Anspruch auf die Benennung "Plaisance" hat. Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	16.75	http://www.a-vino.de/images/chateau_plaisance.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=310	ab Lager	0.00			
311	Estampa - Viognier-Chardonnay 2006/2007	Vina Estampa	S-7074-06	Weisswein|Chile	Flascheninhalt: 0,75 ltr. Charakter: Ein feinwürziger Duft nach Limonen und Stachelbeeren, komplexe Frucht mit viel Länge und viel Geschmack. Sehr finessenreich. Rebsorte: Viognier und Chardonnay (Interessanter Cuvee) Das Weingut Vina Estampa, eine neue, innovative Kellerei, die von der Familie Gonzalez Ortiz 2000 gegründet wurde, liegt umgeben von 240 ha Rebland inmitten des Anbaugebietes Colchagua Valley. Die Philosophie von Estampa verkörpert die Kunst der Assemblage, eine harmonische Vermählung mehrerer Rebsorten, die von Winemaker Pablo Vergara perfekt umgesetz wird. Konsequente Bearbeitung der Weinberge, selektive Handlese und modernste Kellertechnik bringen Spitzenweine von internationalem Format hervor. Die Weine sind geprägt von intensiven Farbtönen, komplexen Aromen und außergewöhnlichem Geschmack, sowie dem klaren Ausdruck und Charakter des Tales, in dem sie gedeihen. . Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	6.95	http://www.a-vino.de/images/estampa_cabernet_merlot.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=311	ab Lager	0.00			
312	Estampa - Cabernet Sauvignon - Merlot 2004/2006	Vina Estampa	S-7070-05	Rotwein|Chile	Perfekte Assemblage aus dem bekannten Colchagua Valley Flascheninhalt: 0,75 ltr. Charakter:Intensive Aromen von schwarzen Waldfrüchten, Vanille und Schokolade. Konzentrierter Geschmack, reife Tannine. Rebsorte: Cabernet Sauvignon-Merlot Das Weingut Vina Estampa, eine neue, innovative Kellerei, die von der Familie Gonzalez Ortiz 2000 gegründet wurde, liegt umgeben von 240 ha Rebland inmitten des Anbaugebietes Colchagua Valley. Die Philosophie von Estampa verkörpert die Kunst der Assemblage, eine harmonische Vermählung mehrerer Rebsorten, die von Winemaker Pablo Vergara perfekt umgesetz wird. Konsequente Bearbeitung der Weinberge, selektive Handlese und modernste Kellertechnik bringen Spitzenweine von internationalem Format hervor. Die Weine sind geprägt von intensiven Farbtönen, komplexen Aromen und außergewöhnlichem Geschmack, sowie dem klaren Ausdruck und Charakter des Tales, in dem sie gedeihen. . Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	6.80	http://www.a-vino.de/images/estampa_cabernet_merlot.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=312	ab Lager	0.00			
313	Estampa - Reserve - Carmenere-Cab Sauv.-Cab. Franc 2004	Vina Estampa	S-7078-05	Rotwein|Chile	Perfekte Assemblage aus dem bekannten Colchagua Valley Flascheninhalt: 0,75 ltr. Charakter:Kräftiges Bouquet von eingekochten, schwarzen Beeren und herbalen Aromen, elegant, vielschichtig, gute Struktur, vollmundig und lange anhaltend. Rebsorte: Carmenere, Cabernet Sauvignon, Cabernet Franc Das Weingut Vina Estampa, eine neue, innovative Kellerei, die von der Familie Gonzalez Ortiz 2000 gegründet wurde, liegt umgeben von 240 ha Rebland inmitten des Anbaugebietes Colchagua Valley. Die Philosophie von Estampa verkörpert die Kunst der Assemblage, eine harmonische Vermählung mehrerer Rebsorten, die von Winemaker Pablo Vergara perfekt umgesetz wird. Konsequente Bearbeitung der Weinberge, selektive Handlese und modernste Kellertechnik bringen Spitzenweine von internationalem Format hervor. Die Weine sind geprägt von intensiven Farbtönen, komplexen Aromen und außergewöhnlichem Geschmack, sowie dem klaren Ausdruck und Charakter des Tales, in dem sie gedeihen. . Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	9.90	http://www.a-vino.de/images/estampa_reserva_carmenere_cabernet.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=313	ab Lager	0.00			
314	Estampa - Reserve - Syrah-Cabernet Sauvignon-Merlot 2004	Vina Estampa	S-7077-04	Rotwein|Chile	Perfekte Assemblage aus dem bekannten Colchagua Valley Flascheninhalt: 0,75 ltr. Charakter:Kräftiges Bouquet von eingekochten, schwarzen Beeren und herbalen Aromen, elegant, vielschichtig, gute Struktur, vollmundig und lange anhaltend. Rebsorte:Syrah, Cabernet Sauvignon, Merlot Das Weingut Vina Estampa, eine neue, innovative Kellerei, die von der Familie Gonzalez Ortiz 2000 gegründet wurde, liegt umgeben von 240 ha Rebland inmitten des Anbaugebietes Colchagua Valley. Die Philosophie von Estampa verkörpert die Kunst der Assemblage, eine harmonische Vermählung mehrerer Rebsorten, die von Winemaker Pablo Vergara perfekt umgesetz wird. Konsequente Bearbeitung der Weinberge, selektive Handlese und modernste Kellertechnik bringen Spitzenweine von internationalem Format hervor. Die Weine sind geprägt von intensiven Farbtönen, komplexen Aromen und außergewöhnlichem Geschmack, sowie dem klaren Ausdruck und Charakter des Tales, in dem sie gedeihen. . Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	9.90	http://www.a-vino.de/images/estampa_syrah_cabernet.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=314	ab Lager	0.00			
315	Estampa - Syrah-Cabernet Sauvignon 2005	Vina Estampa	S-7071-05	Rotwein|Chile	Flascheninhalt: 0,75 ltr. Charakter:Kräftiger Duft von reifen, roten Beeren, würzige Noten, konzentrierte Frucht, weiche Tannine, langer Nachhall. Rebsorte: Syrah,Cabernet Sauvignon Das Weingut Vina Estampa, eine neue, innovative Kellerei, die von der Familie Gonzalez Ortiz 2000 gegründet wurde, liegt umgeben von 240 ha Rebland inmitten des Anbaugebietes Colchagua Valley. Die Philosophie von Estampa verkörpert die Kunst der Assemblage, eine harmonische Vermählung mehrerer Rebsorten, die von Winemaker Pablo Vergara perfekt umgesetz wird. Konsequente Bearbeitung der Weinberge, selektive Handlese und modernste Kellertechnik bringen Spitzenweine von internationalem Format hervor. Die Weine sind geprägt von intensiven Farbtönen, komplexen Aromen und außergewöhnlichem Geschmack, sowie dem klaren Ausdruck und Charakter des Tales, in dem sie gedeihen. . Preis-Info: Preis inkl. 19% MwSt., + Versand (siehe Information), Preis pro Liter;	6.95	http://www.a-vino.de/images/estampa_syrah_cabernet.jpg	http://www.a-vino.de/index.php?main_page=product_info&products_id=315	ab Lager	0.00			
